"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"
"41"	"b"	0.418676466555138	0.3275	"u"	"g"	"c"	"v"	0.157894736842105	"t"	"t"	0.17910447761194	"t"	"g"	0	0.00221	"+"
"42"	"b"	0.352444944190001	0.535714285714286	"u"	"g"	"c"	"h"	0.18719298245614	"t"	"t"	0.164179104477612	"f"	"g"	0	0.02283	"+"
"43"	"b"	0.361906590242163	0.0505357142857143	"u"	"g"	"w"	"h"	0.0263157894736842	"t"	"t"	0.0149253731343284	"f"	"g"	0.12	0.001	"+"
"44"	"b"	0.486926473411403	0.496964285714286	"u"	"g"	"w"	"v"	0.302631578947368	"t"	"t"	0.0895522388059701	"t"	"g"	0.035	0	"+"
"45"	"b"	0.699371966102625	1	"y"	"p"	"c"	"v"	1	"t"	"t"	0.597014925373134	"f"	"g"	0	0.00015	"+"
"46"	"b"	0.673005512437265	0.241071428571429	"u"	"g"	"c"	"h"	0.0921052631578947	"t"	"t"	0.164179104477612	"t"	"g"	0	0.00284	"+"
"47"	"a"	0.504840523270164	0.0728571428571429	"y"	"p"	"q"	"h"	0.0043859649122807	"t"	"t"	0.343283582089552	"t"	"g"	0.2275	0.01236	"+"
"48"	"b"	0.390291528398651	0.159285714285714	"u"	"g"	"cc"	"h"	0.211929824561404	"t"	"t"	0.0447761194029851	"f"	"g"	0.1555	0.003	"+"
"49"	"b"	0.511148287304939	0.055	"u"	"g"	"i"	"bb"	0.12280701754386	"f"	"f"	0	"f"	"g"	0.108	0	"+"
"50"	"b"	0.289367303842251	0.02375	"u"	"g"	"c"	"v"	0.00578947368421053	"f"	"f"	0	"f"	"g"	0.05	0	"+"
"51"	"a"	0.312453720209527	0.0178571428571429	"u"	"g"	"c"	"h"	0.0307017543859649	"t"	"f"	0	"t"	"g"	0.2455	0	"+"
"52"	"b"	0.315607602226915	0.0357142857142857	"u"	"g"	"q"	"v"	0.0614035087719298	"t"	"f"	0	"t"	"g"	0.14	0	"+"
"53"	"b"	0.459676932781175	0.0728571428571429	"u"	"g"	"w"	"v"	0.00140350877192982	"t"	"f"	0	"t"	"g"	0.2	0.058	"+"
"54"	"b"	0.428138112607301	0.0892857142857143	"u"	"g"	"w"	"v"	0	"t"	"f"	0	"t"	"g"	0.1195	0.002	"+"
"55"	"b"	0.419685708800702	0.107142857142857	"u"	"g"	"cc"	"h"	0.260175438596491	"t"	"f"	0	"t"	"g"	0	0	"+"
"56"	"b"	0.281924142281217	0.415178571428571	"y"	"p"	"w"	"v"	0.0292982456140351	"t"	"f"	0	"t"	"g"	0.08	0.003	"+"
"57"	"b"	0.279905657790089	0	"u"	"g"	"cc"	"v"	0.00298245614035088	"t"	"f"	0	"f"	"g"	0	0	"+"
"58"	"b"	0.546850231741766	0.0178571428571429	"u"	"g"	"i"	"h"	0.175438596491228	"t"	"f"	0	"t"	"g"	0.16	0	"+"
"59"	"b"	0.431291994624688	0.160714285714286	"u"	"g"	"x"	"h"	0.201754385964912	"f"	"f"	0	"t"	"s"	0.3555	0	"+"
"60"	"b"	0.533225461426652	0.107142857142857	"u"	"g"	"q"	"h"	0.210526315789474	"t"	"t"	0.164179104477612	"f"	"g"	0.04	0	"+"
"61"	"b"	0.703535090365576	0.4375	"u"	"g"	"m"	"v"	0.043859649122807	"t"	"t"	0.0597014925373134	"t"	"g"	0.1	0	"+"
"62"	"b"	0.387137646381263	0.577321428571429	"u"	"g"	"d"	"v"	0.105263157894737	"t"	"t"	0.134328358208955	"f"	"g"	0.125	0.0073	"+"
"63"	"a"	0.283059539807476	0.0282142857142857	"y"	"p"	"q"	"v"	0.0526315789473684	"t"	"t"	0.0298507462686567	"t"	"g"	0.04	0.004	"+"
"64"	"a"	0.245212955598826	0.0298214285714286	"u"	"g"	"q"	"v"	0.0556140350877193	"t"	"t"	0.0149253731343284	"f"	"g"	0	0	"+"
"65"	"b"	0.324060006033513	0.151785714285714	"u"	"g"	"cc"	"v"	0.150526315789474	"t"	"t"	0.0149253731343284	"t"	"g"	0.06	0	"+"
"66"	"b"	0.418676466555138	0.055	"u"	"g"	"cc"	"v"	0.0540350877192982	"t"	"t"	0.0149253731343284	"t"	"g"	0.26	0.5	"+"
"67"	"a"	0.441762882922415	0.0357142857142857	"u"	"g"	"c"	"v"	0.0701754385964912	"t"	"t"	0.164179104477612	"f"	"g"	0	0.00456	"+"
"68"	"b"	0.30929983819214	0.0133928571428571	"u"	"g"	"m"	"v"	0.0087719298245614	"t"	"t"	0.0447761194029851	"f"	"g"	0.13	0.15108	"+"
"69"	"b"	0.232597427529276	0.232142857142857	"u"	"g"	"w"	"h"	0.0512280701754386	"t"	"t"	0.104477611940299	"f"	"g"	0.04	0.02954	"+"
"70"	"b"	0.431291994624688	0.897321428571429	"u"	"g"	"x"	"h"	0.0570175438596491	"t"	"t"	0.0149253731343284	"t"	"g"	0.2575	0.005	"+"
"71"	"b"	0.395463894907166	0.267857142857143	"u"	"g"	"e"	"bb"	0.0556140350877193	"t"	"f"	0	"t"	"s"	0.21	0	"-"
"72"	"b"	0.427002715081041	0.142857142857143	"u"	"g"	"d"	"bb"	0.43859649122807	"t"	"f"	0	"t"	"g"	0.000490579710144928	0	"-"
"73"	"a"	0.474310945341853	0.178571428571429	"u"	"g"	"cc"	"v"	0.473684210526316	"t"	"f"	0	"t"	"g"	0.49	0	"-"
"74"	"b"	0.545840989496202	0.0178571428571429	"u"	"g"	"m"	"v"	0.37719298245614	"t"	"f"	0	"f"	"s"	0.2	0	"-"
"75"	"b"	0.553157995776541	0.25	"y"	"p"	"c"	"v"	0.0570175438596491	"f"	"f"	0	"f"	"g"	0.08	2e-05	"-"
"76"	"b"	0.248366837616214	0.188928571428571	"u"	"g"	"q"	"v"	0.0131578947368421	"t"	"t"	0.0149253731343284	"f"	"g"	0.08	0	"-"
"77"	"b"	0.417541069028879	0.232142857142857	"u"	"g"	"aa"	"v"	0.0043859649122807	"t"	"f"	0	"t"	"g"	0.2215	0	"-"
"78"	"a"	0.229443545511889	0.0208928571428571	"y"	"p"	"aa"	"v"	0.0205263157894737	"t"	"f"	0	"t"	"g"	0.08	0	"-"
"79"	"b"	0.260982365685764	0.0416071428571429	"y"	"p"	"k"	"v"	0.087719298245614	"t"	"t"	0.0149253731343284	"f"	"g"	0.09	2e-04	"-"
"80"	"b"	0.25883772591394	0.348214285714286	"u"	"g"	"c"	"v"	0.0087719298245614	"t"	"f"	0	"f"	"g"	0.07	0	"-"
"81"	"b"	0.613081754106903	0.678571428571429	"u"	"g"	"ff"	"ff"	0	"t"	"t"	0.0149253731343284	"f"	"g"	0.047	0	"-"
"82"	"a"	0.336675534103063	0.0535714285714286	"u"	"g"	"m"	"v"	0.0701754385964912	"t"	"f"	0	"f"	"s"	0.184	0	"-"
"83"	"b"	0.490080355428791	0.0178571428571429	"u"	"g"	"m"	"v"	0.0087719298245614	"t"	"f"	0	"f"	"s"	0.144	0	"-"
"84"	"a"	0	0.125	"u"	"g"	"d"	"v"	0.105263157894737	"t"	"f"	0	"t"	"g"	0.15	0	"-"
"85"	"b"	0.331377012313852	0.0223214285714286	"u"	"g"	"aa"	"v"	0.0159649122807018	"t"	"f"	0	"t"	"g"	0.1	0	"-"
"86"	"b"	0.456523050763788	0.142857142857143	"u"	"g"	"c"	"bb"	0.175438596491228	"t"	"f"	0	"t"	"s"	0.14	0	"-"
"87"	"b"	0	0.0133928571428571	"u"	"g"	"d"	"v"	0.0307017543859649	"t"	"f"	0	"t"	"s"	0.464	0	"-"
"88"	"b"	0.311444477963963	0.0789285714285714	"y"	"p"	"aa"	"v"	0.140350877192982	"t"	"f"	0	"f"	"g"	0.094	0	"-"
"89"	"b"	0.416531826783315	0.160714285714286	"u"	"g"	"aa"	"v"	0.0350877192982456	"t"	"f"	0	"t"	"g"	0.12	0	"-"
"90"	"a"	0.605764747826564	0.0535714285714286	"u"	"g"	"j"	"j"	0	"t"	"f"	0	"t"	"g"	0.05	0.00027	"-"
"91"	"b"	0.776074376765488	0.455357142857143	"y"	"p"	"c"	"h"	0.175438596491228	"t"	"f"	0	"f"	"g"	0.056	0	"-"
"92"	"b"	0.383983764363876	0.553571428571429	"u"	"g"	"c"	"v"	0.0175438596491228	"t"	"f"	0	"f"	"g"	0.06	0	"-"
"93"	"b"	0	0.178571428571429	"y"	"p"	"aa"	"v"	0.298245614035088	"t"	"f"	0	"f"	"g"	0	0	"-"
"94"	"b"	0.647774456298165	0.0491071428571429	"y"	"p"	"c"	"h"	0.331929824561404	"t"	"f"	0	"t"	"g"	0.1	0.001	"-"
"95"	"b"	0.350300304418177	0.0535714285714286	"y"	"p"	"c"	"v"	0.0526315789473684	"t"	"f"	0	"t"	"g"	0	0.00225	"-"
"96"	"a"	0.348155664646354	0.126428571428571	"u"	"g"	"i"	"bb"	0.0175438596491228	"t"	"f"	0	"t"	"g"	0.0855	0	"-"
"97"	"b"	0.277761018018265	0.0223214285714286	"y"	"p"	"aa"	"v"	0.0043859649122807	"t"	"f"	0	"f"	"g"	0.09	1e-05	"-"
"98"	"b"	0	0.0178571428571429	"u"	"g"	"c"	"bb"	0.0292982456140351	"t"	"f"	0	"t"	"s"	0.16	0	"-"
"99"	"a"	0.27145325398349	0.392857142857143	"y"	"p"	"q"	"v"	0.105263157894737	"t"	"f"	0	"t"	"g"	0.134	0	"-"
"100"	"a"	0.34714642240079	0.0357142857142857	"u"	"g"	"q"	"v"	0.0350877192982456	"t"	"t"	0.0298507462686567	"t"	"g"	0.0835	0.005	"-"
"101"	"b"	0.460686175026739	0.0625	"y"	"p"	"c"	"bb"	0.0087719298245614	"t"	"f"	0	"t"	"g"	0.082	0.004	"-"
"102"	"b"	0.432301236870252	0.589285714285714	"y"	"p"	"c"	"v"	0.140350877192982	"t"	"f"	0	"f"	"g"	0.04	0	"-"
"103"	"b"	0.223135781477114	0.178571428571429	"u"	"g"	"q"	"v"	0.0131578947368421	"t"	"t"	0.0298507462686567	"f"	"g"	0	0.00038	"-"
"104"	"b"	0.302992074157365	0.428571428571429	"u"	"g"	"k"	"v"	0.0789473684210526	"t"	"t"	0.0298507462686567	"t"	"g"	0.06	5e-05	"-"
"105"	"b"	0.338694018594191	0.142857142857143	"y"	"p"	"i"	"h"	0.201754385964912	"t"	"t"	0.0298507462686567	"t"	"g"	0.0375	0	"-"
"106"	"b"	0.67931327647204	0.553571428571429	"u"	"g"	"e"	"z"	0	"t"	"t"	0.298507462686567	"f"	"g"	0.076	0.0013	"-"
"107"	"b"	0.350300304418177	0.0416071428571429	"u"	"g"	"k"	"v"	0.0175438596491228	"t"	"f"	0	"f"	"s"	0.14	0	"-"
"108"	"a"	0.302992074157365	0.392857142857143	"y"	"p"	"aa"	"v"	0.157894736842105	"t"	"f"	0	"f"	"g"	0.06	0	"-"
"109"	"b"	0.5038312810246	0.0803571428571429	"y"	"p"	"x"	"h"	0.350877192982456	"t"	"f"	0	"t"	"g"	0.088	0	"-"
"110"	"a"	0.236760551792228	0.0267857142857143	"u"	"g"	"c"	"v"	0.0278947368421053	"t"	"t"	0.0746268656716418	"t"	"g"	0.07	5e-05	"-"
"111"	"b"	0.355598826207388	0.125	"u"	"g"	"w"	"v"	0.12280701754386	"t"	"t"	0.0447761194029851	"t"	"g"	0.1645	0	"-"
"112"	"a"	0.29668431012259	0.0371428571428571	"y"	"p"	"ff"	"ff"	0.0175438596491228	"t"	"t"	0.0447761194029851	"f"	"g"	0.09	0.00147	"-"
"113"	"b"	0.297693552368154	0.446428571428571	"u"	"g"	"w"	"v"	0.0307017543859649	"t"	"f"	0	"t"	"g"	0.13	0	"-"
"114"	"a"	0.413377944765927	0.0267857142857143	"u"	"g"	"k"	"bb"	0.0350877192982456	"t"	"t"	0.0447761194029851	"t"	"g"	0.106	0	"-"
"115"	"b"	0.248366837616214	0.0446428571428571	"y"	"p"	"c"	"h"	0.0482456140350877	"t"	"t"	0.0447761194029851	"t"	"g"	0.07	0.0021	"-"
"116"	"a"	0.308290595946576	0.0401785714285714	"u"	"g"	"q"	"v"	0.0452631578947368	"t"	"t"	0.0298507462686567	"f"	"g"	0.1	0	"-"
"117"	"b"	0.463840057044127	0.25	"u"	"g"	"q"	"h"	0.403508771929825	"t"	"t"	0.104477611940299	"t"	"g"	0.15	5e-05	"-"
"118"	"b"	0.649919096069989	0.232142857142857	"u"	"g"	"k"	"v"	0.220701754385965	"t"	"t"	0.223880597014925	"f"	"g"	0	0.11202	"+"
"119"	"b"	0.71715986068069	0.251428571428571	"u"	"g"	"m"	"v"	0.491228070175439	"t"	"t"	0.0895522388059701	"t"	"g"	0.18	0.01332	"+"
"120"	"a"	0.249376079861778	0.369107142857143	"u"	"g"	"cc"	"h"	0.0117543859649123	"t"	"t"	0.0149253731343284	"t"	"g"	0.04	5e-04	"+"
"121"	"b"	0.49121575295505	0.221785714285714	"u"	"g"	"q"	"v"	0.00140350877192982	"t"	"t"	0.0149253731343284	"f"	"g"	0.1	0.003	"+"
"122"	"b"	0.311444477963963	0.446428571428571	"u"	"g"	"cc"	"v"	0.0424561403508772	"t"	"t"	1	"t"	"g"	0.07	0.00258	"+"
"123"	"a"	0.299838192139977	0.446428571428571	"u"	"g"	"aa"	"v"	0.0526315789473684	"t"	"t"	0.17910447761194	"t"	"g"	0.06	0.00567	"+"
"124"	"a"	0.544831747250638	0.238035714285714	"u"	"g"	"q"	"v"	0.258771929824561	"t"	"t"	0.0447761194029851	"t"	"g"	0	0	"+"
"125"	"a"	0.28406878205304	0.321428571428571	"u"	"g"	"q"	"v"	0.298245614035088	"t"	"t"	0.0746268656716418	"t"	"g"	0.06	0	"+"
"126"	"b"	0.428138112607301	0.178571428571429	"u"	"g"	"x"	"h"	0.263157894736842	"t"	"t"	0.0895522388059701	"t"	"g"	0	0.01	"+"
"127"	"b"	0.588986095494062	0.0892857142857143	"u"	"g"	"m"	"bb"	0.087719298245614	"t"	"t"	0.17910447761194	"t"	"g"	0.205	0.0251	"+"
"128"	"b"	0.274607136000878	0.392857142857143	"u"	"g"	"q"	"v"	0.087719298245614	"t"	"t"	0.104477611940299	"t"	"g"	0.05	0.00809	"+"
"129"	"b"	0.421830348572526	0.151785714285714	"u"	"g"	"i"	"bb"	0.114035087719298	"t"	"t"	0.0298507462686567	"f"	"g"	0.137	0.0061	"+"
"130"	"a"	0.346137180155226	0.125	"u"	"g"	"w"	"v"	0.0292982456140351	"t"	"f"	0	"f"	"s"	0.14	0	"+"
"131"	"b"	0.842305899130626	0.196428571428571	"u"	"g"	"e"	"z"	0.456140350877193	"t"	"t"	0.0149253731343284	"t"	"g"	0	0	"+"
"132"	"b"	0.245212955598826	0.0655357142857143	"u"	"g"	"c"	"v"	0.0789473684210526	"t"	"t"	0.0149253731343284	"f"	"g"	0.05	0.0015	"+"
"133"	"a"	0.585832213476675	0.285714285714286	"u"	"g"	"e"	"bb"	0.228070175438596	"t"	"t"	0.0895522388059701	"f"	"g"	0.1875	0.511	"+"
"134"	"b"	0.444916764939802	0.178571428571429	"u"	"g"	"c"	"bb"	0.087719298245614	"t"	"t"	0.0895522388059701	"f"	"g"	0	0.00367	"+"
"135"	"b"	0.399753174450813	0.196428571428571	"u"	"g"	"q"	"h"	0.192982456140351	"t"	"t"	0.17910447761194	"t"	"g"	0.204	0.01	"+"
"136"	"b"	0.600466226037353	0.232142857142857	"u"	"g"	"q"	"h"	0.210526315789474	"t"	"f"	0	"t"	"g"	0.175	0	"+"
"137"	"b"	0.49121575295505	0.0192857142857143	"y"	"p"	"aa"	"v"	0.0175438596491228	"t"	"t"	0.0447761194029851	"f"	"g"	0.1	0.01	"+"
"138"	"b"	0.411233304994104	0.0982142857142857	"u"	"g"	"m"	"v"	0.149122807017544	"t"	"t"	0.0895522388059701	"f"	"g"	0.102	0	"+"
"139"	"a"	0.225154265968242	0.339285714285714	"u"	"g"	"w"	"v"	0.0570175438596491	"t"	"t"	0.0895522388059701	"t"	"g"	0.02	0.006	"+"
"140"	"a"	0.327213888050901	0.482142857142857	"u"	"g"	"q"	"h"	0.175438596491228	"t"	"t"	0.0298507462686567	"f"	"g"	0	0.05	"+"
"141"	"a"	0.381839124592052	0.133928571428571	"u"	"g"	"cc"	"h"	0.0219298245614035	"t"	"t"	0.134328358208955	"t"	"g"	0.0905	0	"+"
"142"	"a"	0.700381208348189	0.571428571428571	"u"	"g"	"j"	"ff"	0	"t"	"t"	0.223880597014925	"f"	"g"	0	0.00247	"+"
"143"	"b"	0.530071579409264	0.0103571428571429	"y"	"p"	"cc"	"h"	0.0614035087719298	"t"	"t"	0.119402985074627	"f"	"g"	0.05	0.00375	"+"
"144"	"b"	0.269308614211667	0.392857142857143	"u"	"g"	"w"	"v"	0.0701754385964912	"t"	"t"	0.0149253731343284	"f"	"g"	0.04	0.00278	"+"
"145"	"b"	0.331377012313852	0.0594642857142857	"u"	"g"	"cc"	"h"	0.178421052631579	"t"	"t"	0.134328358208955	"f"	"g"	0.1995	0.00827	"+"
"146"	"b"	0.401771658941941	0.0892857142857143	"u"	"g"	"cc"	"h"	0.0964912280701754	"t"	"t"	0.0895522388059701	"f"	"g"	0.08	0.02072	"+"
"147"	"b"	0.280914900035653	0.0535714285714286	"u"	"g"	"q"	"v"	0.0833333333333333	"t"	"t"	0.0447761194029851	"t"	"g"	0	0.00582	"+"
"148"	"a"	0.496388119463566	0.269285714285714	"y"	"p"	"q"	"h"	0.280701754385965	"t"	"t"	0.208955223880597	"f"	"g"	0	0.023	"+"
"149"	"a"	0.37237747853989	0.232142857142857	"u"	"g"	"c"	"bb"	0.140350877192982	"t"	"t"	0.104477611940299	"t"	"g"	0	0.03065	"+"
"150"	"a"	0.65408222033294	0.535714285714286	"u"	"g"	"c"	"v"	0.192982456140351	"t"	"t"	0.208955223880597	"f"	"g"	0	0.022	"+"
"151"	"a"	0.576370567424513	0.0164285714285714	"u"	"g"	"cc"	"h"	0.0145614035087719	"t"	"t"	0.164179104477612	"t"	"g"	0.22	6e-05	"+"
"152"	"a"	0.723467624715465	0.357142857142857	"u"	"g"	"q"	"v"	0.140350877192982	"t"	"t"	0.208955223880597	"f"	"g"	0	0.01602	"+"
"153"	"b"	0.458541535254916	0.232142857142857	"u"	"g"	"m"	"h"	0.149122807017544	"t"	"t"	0.17910447761194	"t"	"g"	0.0465	0	"+"
"154"	"b"	0.278770260263829	0.0892857142857143	"u"	"g"	"c"	"v"	0.0380701754385965	"t"	"t"	0.164179104477612	"t"	"g"	0.03	0.02184	"+"
"155"	"b"	0.400762416696377	0.0535714285714286	"u"	"g"	"cc"	"h"	0.192982456140351	"t"	"t"	0.0447761194029851	"t"	"g"	0	0	"+"
"156"	"a"	0.260982365685764	0.410714285714286	"y"	"p"	"j"	"j"	0	"t"	"t"	0.164179104477612	"t"	"g"	0	0	"+"
"157"	"a"	0.34714642240079	0.108571428571429	"y"	"p"	"x"	"h"	0.0891228070175439	"t"	"t"	0.0149253731343284	"f"	"g"	0.035	0	"+"
"158"	"a"	0.853912184954612	0.535714285714286	"u"	"g"	"e"	"z"	0	"t"	"t"	0.208955223880597	"f"	"g"	0	0.03376	"+"
"159"	"b"	0.340838658366015	0.0714285714285714	"u"	"g"	"k"	"h"	0.146140350877193	"t"	"t"	0.0298507462686567	"t"	"g"	0.0905	0	"+"
"160"	"b"	0.417541069028879	0.00285714285714286	"y"	"p"	"m"	"bb"	0.00140350877192982	"t"	"t"	0.0149253731343284	"t"	"g"	0.14	0.02	"+"
"161"	"b"	0.336675534103063	0.0714285714285714	"u"	"g"	"x"	"h"	0.0350877192982456	"t"	"t"	0.0597014925373134	"f"	"g"	0.07	0.07544	"+"
"162"	"b"	0.542687107478814	0.0714285714285714	"u"	"g"	"m"	"v"	0.0614035087719298	"t"	"t"	0.0298507462686567	"t"	"g"	0	0.00015	"+"
"163"	"b"	0.304001316402929	0.0610714285714286	"u"	"g"	"x"	"v"	0.0584210526315789	"t"	"t"	0.0149253731343284	"t"	"g"	0.1975	2e-04	"+"
"164"	"b"	0.391300770644215	0.0625	"y"	"p"	"e"	"h"	0.00140350877192982	"t"	"f"	0	"t"	"g"	0.1965	0	"+"
"165"	"a"	0.751852562871952	0.589285714285714	"u"	"g"	"q"	"v"	0.385964912280702	"t"	"f"	0	"t"	"g"	0.0105	0.10561	"+"
"166"	"a"	0.502695883498341	0.357142857142857	"u"	"g"	"q"	"h"	0.0614035087719298	"t"	"f"	0	"f"	"g"	0.0145	0.00837	"+"
"167"	"b"	0.231462030003017	0.339285714285714	"u"	"g"	"q"	"v"	0.0350877192982456	"t"	"f"	0	"t"	"g"	0.03	0.004	"+"
"168"	"a"	0.395463894907166	0.0192857142857143	"u"	"g"	"cc"	"v"	0.00140350877192982	"t"	"f"	0	"f"	"g"	0.22	0.11177	"+"
"169"	"b"	0.450215286729013	0.116071428571429	"u"	"g"	"q"	"h"	0.315789473684211	"t"	"f"	0	"t"	"g"	0.051	0.00639	"+"
